Publisher;Observer;FocusTaxaTorF;datasetKey;;;;;;;;;
Données du naturaliste Marquet Jacques provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;2a7e9bd0-322f-4ff2-b31c-34eb9758aba1;;;;;;;;;
Waterbug Census;1;T;8442816f-cf5f-4c21-9d3d-5c368b4006d8;;;;;;;;;
2020_biodiversity_new_contents;NA;NA;8de067be-9e1e-4823-984e-44d329c2cadd;;;;;;;;;
Sbp-BioBlitz2017_60years-BiodiversityData;2;F;4dcfa4f3-7ebe-47d6-bd93-a85315c9f180;;;;;;;;;
Alterra (NL) - Entomofauna inventory in cattle grazed dune grassland;3;F;0a180756-7f7e-44c6-ba27-09d22f37e873;;;;;;;;;
Hosted Invertebrate Collection 01;NA;T;28913bf0-adee-11db-ad75-b8a03c50a862;;;;;;;;;
Inventaire et suivi pluriannuels Odonate;2;T;45e24212-6e3b-481d-91a9-76c252e0d580;;;;;;;;;
Coleópteros presentes en un proceso de restauración pasiva en bosque seco tropical;3;T;0a804191-aee4-4d44-99dc-dab5792c6d95;;;;;;;;;
Saproxylic insects caught in window traps and hatched from polypores in small and large old forests in southern Norway;3;T;04930329-93ce-4f80-8d67-423a526a736b;;;;;;;;;
Observations naturalistes de Philippe RAVAT. Inventaire entomologique du Morne Bigot;3;T;826e2ac8-8e47-41ad-bb05-d561325802e2;;;;;;;;;
Données du/de la naturaliste SALMON Anne-Sophie provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;edd7a106-086a-4c45-9d5f-13cc31d5c781;;;;;;;;;
Données naturalistes de Julien BIRARD [Inventaire Eclair 18 juin];NA;NA;72d25812-af76-4ef0-9206-0f3c25d1aada;;;;;;;;;
Meetnetten.be - Site counts for butterflies in Flanders, Belgium;3;T;3dfbaea0-f5df-4978-b3a1-fb22edcde0de;;;;;;;;;
Woodmeadow Invertebrate Survey 2018;3;F;8092be2b-7d33-4d60-9479-aef3375368bb;;;;;;;;;
Données bibliographique de la base BOMBINA;4;F;378264b9-9622-4dc0-9b18-b39818c8898e;;;;;;;;;
Dipterists Forum: Field Week 2002 (Inverness);2;T;85e38c14-c3d4-4f16-b1dc-5cf0f5b601c8;;;;;;;;;
Anymals+plants - Citizen Science Data;1;F;e6c97f6e-e952-11e2-961f-00145eb45e9a;;;;;;;;;
Données du naturaliste persuy philippe provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;cdf16217-d5f1-4e95-84fb-ff2bafff291b;;;;;;;;;
Alterra (NL) - Entomofauna inventory in Amerongen forest;3;F;ea53b031-75b8-47c7-8db9-4f59c58b000c;;;;;;;;;
"Primera caracterización biológica de hormigas del proyecto ""Incorporación de la Biodiversidad en el sector cafetero en Colombia""";3;T;6e2745d1-ebfe-400a-ae9f-81b405ae09bb;;;;;;;;;
Wildwatch North Pennines AONB project records for Cumbria;1;F;f03ae1bb-de27-45ea-bc58-4911e17d308f;;;;;;;;;
Données de Deschamps Pascal (SAPROX);NA;NA;b7f9bf35-2f33-4e3d-8732-fd4146d1dc0c;;;;;;;;;
Artenvielfalt auf der Weide - GEO-Hauptveranstaltung in Crawinkel;3;F;89d55c66-f762-11e1-a439-00145eb45e9a;;;;;;;;;
SMAEMV_2017_12_18;NA;NA;288b792a-840c-4712-9903-39c717410731;;;;;;;;;
Données naturalistes de Damien AVRIL;NA;NA;9ddfbe78-e30c-43b8-85a8-6952d88c8009;;;;;;;;;
Données du/de la naturaliste Delon Esteban provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;dbdc77f8-f134-41b6-ac34-7d8d8eec6934;;;;;;;;;
Suivi de l'expansion du Frelon asiatique (Vespa velutina) : données confusions autres espèces;2;T;ab959114-4edf-40e4-a9d9-4b894235d7bc;;;;;;;;;
Données opportunistes sur les rhopalocères;4;T;ca0b53d1-7c0d-42c8-86a9-e0548bc4a39a;;;;;;;;;
Données du naturaliste Pierre Zagatti;NA;NA;3971bca0-8a36-48b0-850f-886eb89e527a;;;;;;;;;
Données de l'association Martinique Entomologie;2;T;2a84b1c7-1f64-47e8-b00a-0d6b712914b6;;;;;;;;;
DREAL_PACA_-_N2000_-_Mairie_de_la_Grave_2017_12_18;NA;NA;1e3037ac-1a97-4c75-9496-19dc66ac9f8e;;;;;;;;;
Manx Biological Recording Partnership VERIFIED Isle of Man records between 14/02/2017 and 05/09/2019;2;F;2120e938-254a-4de9-a5d4-2e7b4d7a5493;;;;;;;;;
Données LPO Réserve naturelle régionale du marais de la Vacherie;NA;NA;913fdc05-687e-4e46-953f-150a7594f340;;;;;;;;;
Some finds of insects (Insecta, Pterygota) in Kharkiv region, Ukraine;3;T;e1c67ddd-1027-4ed0-9835-bd7480c24aee;;;;;;;;;
Records of protected animal, plant and fungi species in Ukraine;2;T;08afaadf-34ba-4aeb-be23-027da1e38676;;;;;;;;;
Inventaire des Coléoptères cavernicoles des Pyrénées;3;T;7d5170c5-0d99-4f43-8f9c-bd18eb5ef7b5;;;;;;;;;
Natural Resources Wales Regional Data : Mid-Wales;2;F;abd3521c-f459-468e-9039-f989786147d4;;;;;;;;;
Synthèse 10x10km de la faune sauvage des Directives Oiseaux et Habitats-Faune-Flore recensée via les portails gérés par la LPO de 2013 à 2017;2;F;5aa17427-58c4-4221-bb6c-20ab297d6a02;;;;;;;;;
Some finds of insects (Insecta, Pterygota) in Kharkiv region, Ukraine;3;F;e1c67ddd-1027-4ed0-9835-bd7480c24aee;;;;;;;;;
Woodmeadow Invertebrate Survey 2015;3;F;09d0d38e-7912-44d1-9187-7f9dfa7bb57d;;;;;;;;;
Données de la structure ANCA (les Amis Naturalistes des Coteaux d'Avron) provenant de la base de donnée du SINP Île-de-France CETTIA;4;F;42410f5c-2e8e-4cea-8073-39a8d6afad48;;;;;;;;;
HBRG P.F. Entwistle Colln and Notebooks Dataset;NA;F;fc355172-2a32-4b83-a0dc-1800ae9f563e;;;;;;;;;
Données du naturaliste Sylvestre Plancke; NA;NA;e28d75be-56a1-4eb2-988e-cb560d44141b;;;;;;;;;
Hemiptera: Auchenorrhyncha: Records for Kent;1;T;744505cc-d9a7-4b00-a3cb-77826a46614b;;;;;;;;;
Natura 2000 Vallée de l'Esch, d'Ansauville à Jézainville;NA;NA;fc0dc229-85cc-4524-aa14-85b6dbd50f5b;;;;;;;;;
DREAL_PACA_-_N2000_-_Parc_Naturel_Régional_du_Verdon_2017_12_18;NA;NA;285a83aa-7b54-4da5-be2b-66eba069b8a1;;;;;;;;;
Leicestershire and Rutland Diptera;2;T;82df4d40-c76f-4053-a1c0-7c467e8a094d;;;;;;;;;
